1;Siku moja
1;Ajali mbaya
1;Siku moja
1;Ajali mbaya
1;Siku moja
1;Ajali mbaya
1;Siku moja
1;Ajali mbaya
1;Siku moja
1;Ajali mbaya
2;Tuliliona lori kubwa
2;Dereva wa lori
2;Tuliliona lori kubwa
2;Dereva wa lori
2;Tuliliona lori kubwa
2;Dereva wa lori
2;Tuliliona lori kubwa
2;Dereva wa lori
2;Tuliliona lori kubwa
2;Dereva wa lori
3;Mara lori liliigonga gari
3;Magari mawili yalifika kuyavuta
3;Mara lori liliigonga gari
3;Magari mawili yalifika kuyavuta
3;Mara lori liliigonga gari
3;Magari mawili yalifika kuyavuta
3;Mara lori liliigonga gari
3;Magari mawili yalifika kuyavuta
3;Mara lori liliigonga gari
3;Magari mawili yalifika kuyavuta
4;Mimi na dadangu tulikuwa tukitembea
4;Kubwa lililokuwa likiendeshwa kwenye mteremko
4;Mimi na dadangu tulikuwa tukitembea
4;Kubwa lililokuwa likiendeshwa kwenye mteremko
4;Mimi na dadangu tulikuwa tukitembea
4;Kubwa lililokuwa likiendeshwa kwenye mteremko
4;Mimi na dadangu tulikuwa tukitembea
4;Kubwa lililokuwa likiendeshwa kwenye mteremko
4;Mimi na dadangu tulikuwa tukitembea
4;Kubwa lililokuwa likiendeshwa kwenye mteremko
5;Kwa hivyo Anansi aliwaza juu ya
5;Anansi alienda sokoni kuuza matunda na
5;Kwa hivyo Anansi aliwaza juu ya
5;Anansi alienda sokoni kuuza matunda na
5;Kwa hivyo Anansi aliwaza juu ya
5;Anansi alienda sokoni kuuza matunda na
5;Kwa hivyo Anansi aliwaza juu ya
5;Anansi alienda sokoni kuuza matunda na
5;Kwa hivyo Anansi aliwaza juu ya
5;Anansi alienda sokoni kuuza matunda na
6;Mvua ilianza kunyesha kwa wingi zaidi na
6;Muda mfupi baadaye Tai akawa anaruka pahali
6;Mvua ilianza kunyesha kwa wingi zaidi na
6;Muda mfupi baadaye Tai akawa anaruka pahali
6;Mvua ilianza kunyesha kwa wingi zaidi na
6;Muda mfupi baadaye Tai akawa anaruka pahali
6;Mvua ilianza kunyesha kwa wingi zaidi na
6;Muda mfupi baadaye Tai akawa anaruka pahali
6;Mvua ilianza kunyesha kwa wingi zaidi na
6;Muda mfupi baadaye Tai akawa anaruka pahali
7;Akiwa amekasirika Anansi alienda kushtaki wizi huo kwa
7;Baada ya Chifu na wazee wake kusikiliza kwa
7;Akiwa amekasirika Anansi alienda kushtaki wizi huo kwa
7;Baada ya Chifu na wazee wake kusikiliza kwa
7;Akiwa amekasirika Anansi alienda kushtaki wizi huo kwa
7;Baada ya Chifu na wazee wake kusikiliza kwa
7;Akiwa amekasirika Anansi alienda kushtaki wizi huo kwa
7;Baada ya Chifu na wazee wake kusikiliza kwa
7;Akiwa amekasirika Anansi alienda kushtaki wizi huo kwa
7;Baada ya Chifu na wazee wake kusikiliza kwa
8;Punde tu baadaye ujembe ulisambaa kwamba uamuzi ulimwendea vibaya
8;Buibui Anansi na Sungura walikuwa marafiki waliishi kwa
8;Punde tu baadaye ujembe ulisambaa kwamba uamuzi ulimwendea vibaya
8;Buibui Anansi na Sungura walikuwa marafiki waliishi kwa
8;Punde tu baadaye ujembe ulisambaa kwamba uamuzi ulimwendea vibaya
8;Buibui Anansi na Sungura walikuwa marafiki waliishi kwa
8;Punde tu baadaye ujembe ulisambaa kwamba uamuzi ulimwendea vibaya
8;Buibui Anansi na Sungura walikuwa marafiki waliishi kwa
8;Punde tu baadaye ujembe ulisambaa kwamba uamuzi ulimwendea vibaya
8;Buibui Anansi na Sungura walikuwa marafiki waliishi kwa
9;Hapo zamani kuliondokea mvulana mmoja aliyeitwa Demane alikuwa na
9;Wazazi wao walipofariki Demane na Demazane walienda kuishi na
9;Hapo zamani kuliondokea mvulana mmoja aliyeitwa Demane alikuwa na
9;Wazazi wao walipofariki Demane na Demazane walienda kuishi na
9;Hapo zamani kuliondokea mvulana mmoja aliyeitwa Demane alikuwa na
9;Wazazi wao walipofariki Demane na Demazane walienda kuishi na
9;Hapo zamani kuliondokea mvulana mmoja aliyeitwa Demane alikuwa na
9;Wazazi wao walipofariki Demane na Demazane walienda kuishi na
9;Hapo zamani kuliondokea mvulana mmoja aliyeitwa Demane alikuwa na
9;Wazazi wao walipofariki Demane na Demazane walienda kuishi na
10;Hawakuwa na nyumba kwa hivyo waliamua kuishi pangoni waliogopa kwa
10;Demazane alichoka sana kukaa pangoni peke yake Siku moja kakake
10;Hawakuwa na nyumba kwa hivyo waliamua kuishi pangoni waliogopa kwa
10;Demazane alichoka sana kukaa pangoni peke yake Siku moja kakake
10;Hawakuwa na nyumba kwa hivyo waliamua kuishi pangoni waliogopa kwa
10;Demazane alichoka sana kukaa pangoni peke yake Siku moja kakake
10;Hawakuwa na nyumba kwa hivyo waliamua kuishi pangoni waliogopa kwa
10;Demazane alichoka sana kukaa pangoni peke yake Siku moja kakake
10;Hawakuwa na nyumba kwa hivyo waliamua kuishi pangoni waliogopa kwa
10;Demazane alichoka sana kukaa pangoni peke yake Siku moja kakake